SB21B,C00867937,SB21B.1024836.90,SB21B.1024836,SB21B,ORG,MARRIOTT INTERNATIONAL,,,,,,10400 FERNWOOD RD,,BETHESDA,MD,20817,,,2024-09-24,5000.00,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1024836.91,SB21B.1024836,SB21B,ORG,NEWTOWN PARTY RENTAL,,,,,,149 RAILROAD DR,,IVYLAND,PA,18974,,,2024-09-25,516.54,,EVENT STAGING EXPENSE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1024836.92,SB21B.1024836,SB21B,ORG,NEWTOWN PARTY RENTAL,,,,,,149 RAILROAD DR,,IVYLAND,PA,18974,,,2024-09-26,2066.15,,EVENT STAGING EXPENSE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1024836.93,SB21B.1024836,SB21B,ORG,NORTHWESTERN MICHIGAN COLLEGE,,,,,,3606 BLAIR TOWN HALL RD,,TRAVERSE CITY,MI,49685,,,2024-09-25,2652.00,,EVENT EXPENSE: FACILITY RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1024836.94,SB21B.1024836,SB21B,ORG,RONALD REAGAN WASHINGTON NATIONAL AIRPORT,,,,,,2401 RONALD REAGAN WASHINGTON,NATIONAL AIRPORT A,ARLINGTON,VA,22202,,,2024-09-22,19.00,,PARKING EXPENSE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1024836.95,SB21B.1024836,SB21B,ORG,RONALD REAGAN WASHINGTON NATIONAL AIRPORT,,,,,,2401 RONALD REAGAN WASHINGTON,NATIONAL AIRPORT A,ARLINGTON,VA,22202,,,2024-09-22,76.00,,PARKING EXPENSE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1024836.96,SB21B.1024836,SB21B,ORG,RONALD REAGAN WASHINGTON NATIONAL AIRPORT,,,,,,2401 RONALD REAGAN WASHINGTON,NATIONAL AIRPORT A,ARLINGTON,VA,22202,,,2024-09-23,19.00,,PARKING EXPENSE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1024836.97,SB21B.1024836,SB21B,ORG,RONALD REAGAN WASHINGTON NATIONAL AIRPORT,,,,,,2401 RONALD REAGAN WASHINGTON,NATIONAL AIRPORT A,ARLINGTON,VA,22202,,,2024-09-24,38.00,,PARKING EXPENSE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1024836.98,SB21B.1024836,SB21B,ORG,STAYBRIDGE SUITES LAS VEGAS,,,,,,5735 DEAN MARTIN DR,,LAS VEGAS,NV,89118,,,2024-09-21,1129.28,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1024836.99,SB21B.1024836,SB21B,ORG,STAYBRIDGE SUITES LAS VEGAS,,,,,,5735 DEAN MARTIN DR,,LAS VEGAS,NV,89118,,,2024-09-22,846.96,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1024836.100,SB21B.1024836,SB21B,ORG,STAYBRIDGE SUITES LAS VEGAS,,,,,,5735 DEAN MARTIN DR,,LAS VEGAS,NV,89118,,,2024-09-22,1411.60,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1024836.101,SB21B.1024836,SB21B,ORG,STAYBRIDGE SUITES LAS VEGAS,,,,,,5735 DEAN MARTIN DR,,LAS VEGAS,NV,89118,,,2024-09-22,846.96,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1024836.102,SB21B.1024836,SB21B,ORG,STAYBRIDGE SUITES LAS VEGAS,,,,,,5735 DEAN MARTIN DR,,LAS VEGAS,NV,89118,,,2024-09-22,1411.60,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1024836.103,SB21B.1024836,SB21B,ORG,STAYBRIDGE SUITES LAS VEGAS,,,,,,5735 DEAN MARTIN DR,,LAS VEGAS,NV,89118,,,2024-09-22,564.64,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1024836.104,SB21B.1024836,SB21B,ORG,STAYBRIDGE SUITES LAS VEGAS,,,,,,5735 DEAN MARTIN DR,,LAS VEGAS,NV,89118,,,2024-09-22,1411.60,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1024836.105,SB21B.1024836,SB21B,ORG,STAYBRIDGE SUITES LAS VEGAS,,,,,,5735 DEAN MARTIN DR,,LAS VEGAS,NV,89118,,,2024-09-23,564.64,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1024836.106,SB21B.1024836,SB21B,ORG,THE GLOBAL AMBASSADOR,,,,,,4360 E. CAMELBACK RD.,,PHOENIX,AZ,85018,,,2024-09-20,-6694.12,,CREDIT: TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1024836.107,SB21B.1024836,SB21B,ORG,THE LEGACY HOTEL GREEN BAY,,,,,,1004 BRETT FABRE PASS,,GREEN BAY,WI,54304,,,2024-09-24,2568.80,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1024836.108,SB21B.1024836,SB21B,ORG,THE VENUE AT FRIENDSHIP SPRINGS,,,,,,5691 WAYNE STREET,,FLOWERY BRANCH,GA,30542,,,2024-09-25,7725.00,,EVENT EXPENSE: FACILITY RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1024836.109,SB21B.1024836,SB21B,ORG,TRUMP INTERNATIONAL HOTEL LAS VEGAS,,,,,,2000 FASHION SHOW DRIVE,,LAS VEGAS,NV,89109,,,2024-09-25,8375.50,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1024836.110,SB21B.1024836,SB21B,ORG,UPS,,,,,,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,,,2024-09-25,27.50,,POSTAGE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1024836.111,SB21B.1024836,SB21B,ORG,UPS,,,,,,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,,,2024-09-25,16.70,,POSTAGE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1024836.112,SB21B.1024836,SB21B,ORG,UPS,,,,,,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,,,2024-09-26,12.00,,POSTAGE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1024836.113,SB21B.1024836,SB21B,ORG,W PHILADELPHIA HOTEL,,,,,,1441 CHESTNUT STREET,,PHILADELPHIA,PA,19102,,,2024-09-25,43263.12,,EVENT EXPENSE: FACILITY RENTAL & CATERING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1024836.114,SB21B.1024836,SB21B,ORG,WAUKESHA COUNTY EXPOSITION CENTER,,,,,,1000 NORTHVIEW ROAD,,WAUKESHA,WI,53188,,,2024-09-23,18000.00,,EVENT EXPENSE: FACILITY RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1024836.115,SB21B.1024836,SB21B,ORG,WENDYS,,,,,,1 DAVE THOMAS BLVD,,DUBLIN,OH,43017,,,2024-09-22,60.90,,TRAVEL: FOOD,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461,,,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,,2024-10-07,186801.59,,CREDIT CARD PAYMENT: SEE ITEMIZATIONS IF REQUIRED
SB21B,C00867937,SB21B.1027461.1,SB21B.1027461,SB21B,ORG,AMERICAN AIRLINES,,,,,,4333 AMON CARTER BLVD,,FORT WORTH,TX,76155,,,2024-10-01,334.47,,TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.3,SB21B.1027461,SB21B,ORG,CROWN COMPLEX,,,,,,1960 COLISEUM DRIVE,,FAYETTEVILLE,NC,28306,,,2024-09-28,50000.00,,EVENT EXPENSE: FACILITY RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.4,SB21B.1027461,SB21B,ORG,DIAMOND EVENT INC,,,,,,4518 RIVERSIDE,,SALT LAKE CITY,UT,84123,,,2024-09-30,3720.33,,EVENT STAGING EXPENSE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.5,SB21B.1027461,SB21B,ORG,DISCOVERY WORLD,,,,,,500 N HARBOR DR,,MILWAUKEE,WI,53202,,,2024-09-29,6474.00,,EVENT EXPENSE: FACILITY RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.6,SB21B.1027461,SB21B,ORG,EMBASSY SUITES,,,,,,755 CROSSOVER LANE,,MEMPHIS,TN,38117,,,2024-09-29,27.65,,TRAVEL: FOOD,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.7,SB21B.1027461,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-09-27,713.59,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.8,SB21B.1027461,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-09-27,498.59,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.9,SB21B.1027461,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-09-27,504.22,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.10,SB21B.1027461,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-09-27,521.14,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.11,SB21B.1027461,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-09-28,877.04,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.12,SB21B.1027461,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-09-28,1049.24,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.13,SB21B.1027461,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-09-29,548.60,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.14,SB21B.1027461,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-09-29,1063.25,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.15,SB21B.1027461,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-09-29,846.24,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.16,SB21B.1027461,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-09-29,847.28,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.17,SB21B.1027461,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-09-29,1425.78,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.18,SB21B.1027461,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-09-29,1191.28,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.19,SB21B.1027461,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-09-29,546.39,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.20,SB21B.1027461,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-09-29,659.70,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.21,SB21B.1027461,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-09-29,579.36,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.22,SB21B.1027461,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-09-29,527.04,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.23,SB21B.1027461,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-09-29,1288.80,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.24,SB21B.1027461,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-09-29,8.21,,TRAVEL: TOLLS,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.25,SB21B.1027461,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-09-30,1031.20,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.26,SB21B.1027461,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-09-30,1145.40,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.27,SB21B.1027461,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-09-30,1296.06,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.28,SB21B.1027461,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-09-30,263.90,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.29,SB21B.1027461,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-09-30,605.40,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.30,SB21B.1027461,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-09-30,488.76,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.31,SB21B.1027461,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-09-30,616.95,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.32,SB21B.1027461,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-09-30,616.95,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.33,SB21B.1027461,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-09-30,178.83,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.34,SB21B.1027461,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-09-30,1633.74,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.35,SB21B.1027461,SB21B,ORG,EXPEDIA,,,,,,333 108TH AVE NE,,BELLEVUE,WA,98004,,,2024-09-28,258.77,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.36,SB21B.1027461,SB21B,ORG,EXPEDIA,,,,,,333 108TH AVE NE,,BELLEVUE,WA,98004,,,2024-09-30,281.38,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.37,SB21B.1027461,SB21B,ORG,FAIRFIELD INN,,,,,,8800 BARTRAM AVE,,PHILADELPHIA,PA,19153,,,2024-09-29,128.12,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.38,SB21B.1027461,SB21B,ORG,HAMPTON INN,,,,,,25518 PERDIDO BEACH BLVD,,ORANGE BEACH,AL,36561,,,2024-09-27,186.11,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.39,SB21B.1027461,SB21B,ORG,HAMPTON INN,,,,,,25518 PERDIDO BEACH BLVD,,ORANGE BEACH,AL,36561,,,2024-09-28,186.11,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.40,SB21B.1027461,SB21B,ORG,HAMPTON INN,,,,,,25518 PERDIDO BEACH BLVD,,ORANGE BEACH,AL,36561,,,2024-09-28,372.22,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.41,SB21B.1027461,SB21B,ORG,HAMPTON INN,,,,,,25518 PERDIDO BEACH BLVD,,ORANGE BEACH,AL,36561,,,2024-09-28,186.11,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.42,SB21B.1027461,SB21B,ORG,HAMPTON INN,,,,,,25518 PERDIDO BEACH BLVD,,ORANGE BEACH,AL,36561,,,2024-09-30,558.33,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.43,SB21B.1027461,SB21B,ORG,HAMPTON INN,,,,,,25518 PERDIDO BEACH BLVD,,ORANGE BEACH,AL,36561,,,2024-09-30,558.33,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.44,SB21B.1027461,SB21B,ORG,HAMPTON INN,,,,,,25518 PERDIDO BEACH BLVD,,ORANGE BEACH,AL,36561,,,2024-09-30,744.44,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.45,SB21B.1027461,SB21B,ORG,HAMPTON INN,,,,,,25518 PERDIDO BEACH BLVD,,ORANGE BEACH,AL,36561,,,2024-09-30,558.33,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.46,SB21B.1027461,SB21B,ORG,HAMPTON INN,,,,,,25518 PERDIDO BEACH BLVD,,ORANGE BEACH,AL,36561,,,2024-09-30,186.11,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.47,SB21B.1027461,SB21B,ORG,HAMPTON INN,,,,,,25518 PERDIDO BEACH BLVD,,ORANGE BEACH,AL,36561,,,2024-09-30,744.44,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.48,SB21B.1027461,SB21B,ORG,HAMPTON INN,,,,,,25518 PERDIDO BEACH BLVD,,ORANGE BEACH,AL,36561,,,2024-09-30,558.33,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.49,SB21B.1027461,SB21B,ORG,HAMPTON INN,,,,,,25518 PERDIDO BEACH BLVD,,ORANGE BEACH,AL,36561,,,2024-09-30,744.44,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.50,SB21B.1027461,SB21B,ORG,HILTON,,,,,,7930 JONES BRANCH DR,,MCLEAN,VA,22102,,,2024-09-29,7725.60,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.51,SB21B.1027461,SB21B,ORG,MANAYUNK STUDIOS,,,,,,4145 STATION STREET,,PHILADELPHIA,PA,19127,,,2024-09-30,12000.00,,VIDEO PRODUCTION SERVICES,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.52,SB21B.1027461,SB21B,ORG,MARRIOTT INTERNATIONAL,,,,,,10400 FERNWOOD RD,,BETHESDA,MD,20817,,,2024-09-29,-2586.32,,CREDIT: TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.53,SB21B.1027461,SB21B,ORG,MARRIOTT INTERNATIONAL,,,,,,10400 FERNWOOD RD,,BETHESDA,MD,20817,,,2024-10-01,600.41,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.54,SB21B.1027461,SB21B,ORG,QUALITY INN & SUITES,,,,,,37268 US HIGHWAY 18,,SINSINAWA,WI,53821,,,2024-10-01,6235.71,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.55,SB21B.1027461,SB21B,ORG,RESIDENCE INN,,,,,,648 N PLANKINTON AVE,,MILWAUKEE,WI,53203,,,2024-10-01,9009.49,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.56,SB21B.1027461,SB21B,ORG,RESIDENCE INN,,,,,,648 N PLANKINTON AVE,,MILWAUKEE,WI,53203,,,2024-10-01,99.00,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.57,SB21B.1027461,SB21B,ORG,SPRINGHILL SUITES,,,,,,10400 FERNWOOD RD,,BETHESDA,MD,20817,,,2024-10-01,463.98,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.58,SB21B.1027461,SB21B,ORG,SPRINGHILL SUITES,,,,,,10400 FERNWOOD RD,,BETHESDA,MD,20817,,,2024-10-01,3433.87,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.59,SB21B.1027461,SB21B,ORG,ST REGIS DEER VALLEY,,,,,,2300 DEER VALLEY DR EAST,,PARK CITY,UT,84060,,,2024-10-01,-32253.50,,CREDIT: TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.60,SB21B.1027461,SB21B,ORG,THE BARTOLOTTA RESTAURANTS,,,,,,520 W MCKINLEY AVENUE,,MILWAUKEE,WI,53212,,,2024-09-30,19382.78,,EVENT EXPENSE: CATERING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.61,SB21B.1027461,SB21B,ORG,THE EVENT COMPANY,,,,,,1510 WEST LOOP S,,HOUSTON,TX,77027,,,2024-10-01,30000.00,,EVENT STAGING EXPENSE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.62,SB21B.1027461,SB21B,ORG,THE POST OAK HOTEL,,,,,,1600 W LOOP S,,HOUSTON,TX,77027,,,2024-09-30,32956.68,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.63,SB21B.1027461,SB21B,ORG,THE SAINT JOHNS RESORT,,,,,,44045 FIVE MILE RD,,PLYMOUTH,MI,48170,,,2024-09-30,4912.50,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.64,SB21B.1027461,SB21B,ORG,THE VILLAS AT THE HOTEL HERSEY,,,,,,100 HOTEL RD,,HERSHEY,PA,17033,,,2024-09-28,-2055.31,,CREDIT: TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.65,SB21B.1027461,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-09-28,124.26,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.66,SB21B.1027461,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-10-01,502.04,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.67,SB21B.1027461,SB21B,ORG,TRUMP INTERNATIONAL HOTEL,,,,,,2000 N FASHION SHOW DR,,LAS VEGAS,NV,89109,,,2024-09-27,2185.24,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.68,SB21B.1027461,SB21B,ORG,TRUMP INTERNATIONAL HOTEL,,,,,,2000 N FASHION SHOW DR,,LAS VEGAS,NV,89109,,,2024-09-27,2193.24,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.69,SB21B.1027461,SB21B,ORG,TRUMP INTERNATIONAL HOTEL,,,,,,2000 N FASHION SHOW DR,,LAS VEGAS,NV,89109,,,2024-09-30,1839.54,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.70,SB21B.1027461,SB21B,ORG,TRUMP INTERNATIONAL HOTEL,,,,,,2000 N FASHION SHOW DR,,LAS VEGAS,NV,89109,,,2024-09-30,1606.02,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.71,SB21B.1027461,SB21B,ORG,UPS,,,,,,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,,,2024-09-28,22.45,,POSTAGE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027461.72,SB21B.1027461,SB21B,ORG,UPS,,,,,,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,,,2024-10-01,22.95,,POSTAGE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467,,,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,,2024-10-09,186032.78,,CREDIT CARD PAYMENT: SEE ITEMIZATIONS IF REQUIRED
SB21B,C00867937,SB21B.1027467.2,SB21B.1027467,SB21B,ORG,BASS PRO SHOPS,,,,,,4500 BALDWIN RD,,AUBURN HILLS,MI,48326,,,2024-10-02,185.49,,EVENT STAGING EXPENSE,,,,,,,,,,,,,,,,,,,X
